left_hand_angle,right_hand_angle,left_chest_angle,right_chest_angle,left_hip_angle,right_hip_angle,left_leg_angle,right_leg_angle,pose
344.5459532,19.23248147,1.936553179,358.9345623,2.452516504,50.18424926,358.2143929,229.0034657,tree
339.3038744,18.51830037,356.4394711,357.3716458,2.7145889,50.64413456,0.0015637,232.1721573,tree
339.546564,20.96502976,356.981049,358.9288097,2.777269146,49.3510137,1.179690333,227.0178578,tree
0,17.01109816,0,358.4633815,358.4186875,46.5322761,1.875072119,235.7893849,tree
343.4879959,12.56697369,1.407377092,356.9371021,359.3672533,48.24064972,359.8728156,229.0978446,tree
341.0904204,17.13219498,358.2000632,355.6775215,1.495394328,49.76986483,1.2552545,226.1982938,tree
345.0866432,20.1539968,0.221754272,357.252089,2.763340451,53.10904515,1.590017574,233.0229905,tree
339.668521,18.97421196,359.3986387,356.5854603,1.977634481,52.53286038,1.218452146,228.3784153,tree
333.1755995,19.34136561,357.3124428,356.097257,2.659469854,50.98599475,0.742128773,224.5946471,tree
342.0207615,15.58296371,357.24629,356.2637663,0.304647614,48.83235043,1.43300517,236.8120436,tree
337.1160518,17.0965786,358.1305061,356.061469,359.9842226,49.85356134,359.7232746,235.0462641,tree
342.9241567,19.77476002,0.555965508,357.3996493,0.348463586,49.08813018,359.9270283,232.4068023,tree
330.2592115,23.60799946,351.4397944,356.6323228,0.847006743,53.71354258,0.830004058,234.1849467,tree
337.0419117,21.25821875,358.1043273,359.2048843,0.34833754,50.12192292,0.893623681,235.0315652,tree
338.2970075,25.22616673,356.6519507,359.9402175,2.059339175,50.5083969,359.6482951,229.4556187,tree
336.2112847,25.39382621,357.3020823,357.8046932,2.207192791,52.3279254,0.045572464,227.9472949,tree
345.0784093,28.47437229,0.071299002,2.400145591,3.658913197,49.0539809,357.8519325,232.9604723,tree
31.81734528,333.4903406,351.4567,2.770375895,10.14632653,47.41867978,6.950651422,221.6586769,tree
344.9613357,22.27588599,2.083758605,356.5304587,1.672566092,51.47352569,0.921389878,236.8701715,tree
344.6811244,26.62576182,3.332533668,354.8720686,0,52.90562465,0,234.5041662,tree
346.8472736,24.70154038,2.292187013,358.100302,3.506215992,54.22055123,359.1683642,230.1366916,tree
0,325.4526591,0,353.1618772,7.193572152,48.40652873,6.977070547,222.5087123,tree
338.080117,21.21550916,358.6270359,356.4844572,2.866959853,50.78033237,358.5451034,241.5216565,tree
342.4801996,18.79300408,359.5482905,357.5990279,3.132826876,51.99011316,357.1357718,236.8977924,tree
342.4975655,20.53256184,358.8972467,359.7450516,359.5690439,49.44277316,0.345586138,232.3864077,tree
343.3471098,17.89624291,0.077335073,357.1780097,1.749167497,53.03362944,359.5952436,226.4741266,tree
342.5393905,25.82382168,1.156203648,1.333322716,0.403707377,53.36106455,0.252953715,236.6592992,tree
344.8671896,14.98115651,4.031920971,356.5020646,1.080799562,53.95079068,359.5890876,232.4260274,tree
337.8573164,26.36513695,1.244517511,357.6371883,3.15208805,53.96309219,356.8983598,229.6889206,tree
340.0214319,23.54781059,358.0999429,1.978018428,2.748661088,50.45388685,356.8259406,230.378211,tree
336.2541178,22.24496187,354.4927839,357.1630875,3.762764705,51.11325229,359.7908172,232.8407946,tree
333.5478542,20.34347334,353.9035421,359.2940424,2.754753758,52.87362034,359.6659139,224.9052407,tree
333.3382518,21.04198613,353.9610083,0.688492482,2.870784264,51.59541599,359.2532436,229.1561536,tree
341.2117426,19.7380269,359.4557599,359.5401397,3.684382524,51.94957555,0.191858595,225.147098,tree
344.017018,20.82280878,1.64778474,2.610195136,1.972975162,51.37822436,1.218299649,223.9220683,tree
344.7643708,19.90868341,3.204809262,2.585597505,3.928858117,50.83693866,358.8437309,228.158978,tree
341.9367191,16.61590442,358.2318956,358.1638822,7.840773411,54.58069058,357.9267413,223.3748087,tree
342.1057122,22.11084974,356.8256367,358.5644816,7.795283052,54.45977308,357.6628821,224.4587287,tree
344.333419,16.47726216,1.968256988,353.0195152,5.52490638,57.54089982,359.5619142,225.9362923,tree
343.6036883,15.40902223,1.687549566,354.5910871,4.438563722,53.38391818,356.9819788,224.2707527,tree
342.0348266,18.95500546,356.995008,356.5805886,4.479813345,54.14685898,358.1305609,227.7352978,tree
347.4799552,11.74440201,3.756860283,352.3164287,3.607936666,53.24596952,359.9860102,226.9051726,tree
337.5204539,22.94058654,0.603995355,358.5770029,5.214496624,51.90837847,357.5207587,224.7951946,tree
342.3887648,20.51172646,0.292167798,357.3998275,4.766377273,50.64532275,357.8594269,225.1876011,tree
0,0,0,0,4.132768243,51.82709017,355.9678701,225.5213915,tree
336.0106077,21.87377395,354.5424254,359.6820447,4.726393482,50.05676756,359.6154414,231.4402946,tree
342.6713244,21.49984713,357.6835074,358.8973972,3.706626262,48.10468531,359.3628856,230.6998292,tree
338.5743215,19.84185825,357.5379288,359.2025056,4.532412983,49.05594048,359.0072046,233.6039672,tree
0,18.8354197,0,356.4039481,3.035000384,55.97296603,0.622933908,235.6265906,tree
338.4155691,22.72593545,359.9559222,356.3584488,3.414654547,49.35762252,359.4143585,239.476391,tree
24.34030533,331.6440095,347.0088491,357.4203312,9.907548277,56.34626174,9.042933541,223.0508113,tree
340.5314257,21.03849876,356.1721353,357.1834077,7.840523663,52.90158979,355.7191727,227.9969361,tree
345.7627486,20.64710537,0.755137378,357.0389586,6.838576766,51.96602751,356.999221,224.9564978,tree
347.216397,0,2.76232567,0,1.183175037,48.89559139,0.780999534,225.1704248,tree
339.5012341,19.37066912,357.7568909,359.8125254,2.133408622,47.95999427,0.86118656,238.1889955,tree
335.3583579,19.74349875,357.6498915,357.5685247,3.105292454,49.08352252,0.276599342,237.0611985,tree
340.2552433,15.22129043,0.740972562,354.4725696,2.985034844,50.56065813,359.2907758,244.2269314,tree
336.6237032,13.19621486,352.0710084,352.5833665,5.926857762,54.10762748,358.3192379,239.2910087,tree
330.4696664,19.01351535,354.5613314,354.0581191,0.577689406,53.18036894,2.110251346,236.1842676,tree
331.6209365,21.15222444,354.5343754,354.7736763,1.546790175,53.17653881,0.791821547,228.9454977,tree
332.1463921,24.251072,355.9229718,356.4928198,4.79717289,50.82857827,359.4042417,223.4176568,tree
341.5883261,20.83650019,356.3234736,357.9836973,4.787965964,50.92167966,358.2147304,240.0219917,tree
333.4934763,26.04309942,354.6363998,355.3972867,3.780917888,53.14699982,359.0900058,229.9117221,tree
340.8845242,19.29213328,357.2579053,1.184332762,3.794594973,50.38659724,359.5202536,228.519003,tree
338.4766334,21.68607062,357.6349066,359.4970357,4.122129469,51.69004698,359.3889488,229.2406704,tree
342.962067,17.99656719,2.08642329,354.6331285,3.659301061,55.58956067,358.1852239,229.4093536,tree
343.5155411,15.53153532,0.708687835,354.5963471,2.836930515,52.43188454,358.8463349,225.6383921,tree
335.1276078,24.22833982,357.1031317,359.7930208,2.876712117,49.25404302,359.7667974,233.8633066,tree
0,333.7047423,0,355.8479335,0,0,0,0,tree
341.7776794,14.57507876,0.275580288,351.9395236,1.632792892,50.18543276,359.3694903,240.9169334,tree
332.6022291,19.90395554,354.9167067,355.9051106,4.888375389,52.85945923,358.6132947,227.7349263,tree
340.8912275,20.87121332,358.9362472,357.8136281,2.57126615,52.93978658,359.8380172,224.8198472,tree
334.5262733,15.46425305,353.9764739,356.0807647,1.720631296,51.22667698,0.218401427,238.4034364,tree
0,0,0,0,0.928777776,51.43873943,4.605962685,232.4518987,tree
331.6197958,24.01045752,355.5236185,1.928797009,3.348405705,49.28104977,359.3781457,232.4029037,tree
0,328.3029467,0,359.2106842,6.319923802,49.73628166,9.660414311,238.8438012,tree
328.5731606,22.5939982,353.9525474,3.510381621,4.906113461,50.82475285,357.9581649,235.2355087,tree
333.9083304,20.33950502,355.9996104,359.4900493,4.209124777,51.68232877,357.6340458,239.7041843,tree
328.0346982,21.21790453,351.9052433,1.140519768,4.252185774,51.33167777,1.042771887,224.0683619,tree
336.8281537,23.30132743,356.4040821,1.416379946,1.398488577,49.87692996,1.999939935,224.3655106,tree
336.1674048,26.27382356,357.1687612,0.527526571,1.203763227,52.59328617,358.9463339,231.6611877,tree
334.495038,21.70356707,357.7797399,1.069499023,3.508183685,52.68619757,358.9397081,229.8565389,tree
335.0307997,24.26439416,352.737783,0.95636417,5.417389268,55.29244009,358.5260899,233.9153076,tree
342.6521361,20.17785287,358.1607289,359.8442291,4.527099972,55.81000619,356.7935652,228.2802532,tree
341.6179275,17.59132644,2.343332,355.9692586,5.513069657,56.62235016,355.1082512,228.8662833,tree
334.7318458,18.77801752,352.6714199,359.294191,5.889954648,53.06976213,358.3946169,229.2826147,tree
338.1198275,16.50249386,358.370087,356.6368507,4.442184897,55.42824595,359.3517512,236.507906,tree
332.9838586,26.71865505,356.1269501,2.186617655,6.482790836,53.57280669,356.2716592,227.018485,tree
330.7560278,20.088089,352.7992238,2.417273371,5.404894965,52.39363425,358.4812847,231.8400797,tree
332.1991431,23.33081561,358.9836806,0.070471814,1.378393761,49.22502197,359.3686706,236.3790303,tree
333.9376808,21.39562471,355.942909,3.364604873,5.022092004,49.99237428,358.4049281,231.8518604,tree
338.715767,20.4415772,0.283558776,359.6576413,3.140717737,54.16925971,357.9151673,224.5057697,tree
336.6530973,24.1099903,359.6735902,358.9796228,3.408164142,55.43312995,356.767267,229.3418631,tree
338.4980855,21.14436945,357.1239577,0.094093692,2.985125053,52.25514903,359.6668389,230.134843,tree
331.2698634,27.58137981,6.580372262,7.571100624,356.2239078,67.29050564,359.1626893,214.077486,tree
331.7584423,27.42462388,6.851132445,7.364847585,359.5058572,67.78443838,355.2699269,213.0479935,tree
331.15601,28.36780929,6.065256528,9.286955135,355.8547742,66.23579959,357.831337,215.1262211,tree
332.6617237,27.01766067,8.707471683,8.380403399,355.0175721,67.0009494,359.7339004,217.0075312,tree
334.0747815,29.46302755,7.99901387,10.62131014,356.7770427,67.0063351,356.5994887,216.468462,tree
333.7990559,25.60970028,10.34693096,8.003148784,355.7078434,66.62306606,357.4586271,215.3453027,tree
335.6765437,26.98274033,10.05253184,8.888776066,357.0853812,66.25090295,356.8853545,215.3503963,tree
336.0217355,28.53104159,10.40938902,9.591490486,355.9160588,66.65814488,357.6786122,215.0964112,tree
333.5664722,25.16817495,9.820534473,7.331694368,355.9489376,67.00918135,357.2824403,215.0400002,tree
335.3275313,28.22771645,10.22925917,10.07709241,356.1812604,66.10948521,356.8482023,216.3454406,tree
334.8564039,25.68079312,9.645437415,8.405149354,356.1076352,66.38299252,357.1412199,213.8215849,tree
333.7076628,28.93808369,10.56801854,10.05622549,354.2296842,64.81185944,358.4605604,216.4173126,tree
333.7366337,28.2497539,9.30205414,9.713645315,355.3718862,66.36386285,358.5990152,215.2590851,tree
333.7148566,25.57786746,9.539558851,8.227891195,354.8923319,65.57835103,358.5062517,215.5372944,tree
335.5155449,27.4218433,10.64015926,9.31941098,355.1644742,63.9808485,358.3806644,217.4985852,tree
335.8312071,25.13577328,10.88538471,9.004220616,354.9309024,65.83916938,358.0280204,216.0185657,tree
334.9011819,25.07225282,9.659994746,7.056356573,356.2889629,65.06975862,357.1415275,215.8351641,tree
334.4244115,30.69195659,9.985368309,11.42845788,354.7375269,66.7953854,359.3476339,214.6782893,tree
335.8080436,30.24940619,9.910411681,12.32424218,354.8863866,64.98743527,358.6477856,216.8966366,tree
332.4180804,30.71756671,6.754968086,11.44836111,356.7609026,64.27028168,357.7832659,215.5521924,tree
335.313262,28.19032744,10.4674441,10.14289694,354.9236251,65.49752552,359.119053,215.5155848,tree
335.6150498,25.33830702,11.21486628,9.635543145,355.7347512,64.42544792,356.9052428,216.3203094,tree
333.837777,26.72870163,10.79857334,8.913417779,355.1412888,64.7910605,357.2389315,215.0159134,tree
334.1006902,27.59543676,10.10494085,10.49416045,355.2027839,64.14496883,358.5517836,215.9116913,tree
332.5438141,27.66744956,8.745541189,10.46830048,356.4790055,65.87501835,358.1623283,214.6407264,tree
334.8083524,28.62848071,9.628131428,9.692442897,355.1382086,66.51881592,357.9883749,212.9213851,tree
334.2915769,28.75820164,10.191786,12.30693263,354.7135515,63.74596901,358.0151114,214.3362106,tree
331.727166,29.20266444,8.36942356,12.01785912,355.0610992,65.6602467,359.0008148,214.954631,tree
332.8384004,26.20971036,9.356810359,9.432840796,353.9078473,64.29659845,0.083616783,215.9205595,tree
331.3463586,26.22528648,8.39505807,10.99892595,355.2535529,64.90265983,358.181528,214.3068681,tree
333.0656084,27.4381016,10.98767551,10.44437154,354.7179232,65.41486328,357.6123589,214.0326995,tree
335.2253474,26.5707563,10.3478742,8.965385867,355.1189236,65.91558281,358.3007196,213.6338828,tree
336.7547516,26.64380578,12.28209714,10.39581178,355.0085824,64.24247568,357.7615952,215.8488243,tree
337.3026278,26.29853415,11.4331645,10.47697904,355.9152077,65.04973844,357.0599675,214.8026636,tree
332.8708821,31.37039495,9.454794147,12.02025007,355.6642092,66.24459951,357.5657749,215.1863692,tree
331.8216968,31.54441355,7.858345918,13.5495429,355.5404757,66.64644187,357.7857604,212.1194207,tree
334.4355583,29.1078699,10.74105151,11.20575395,354.0126109,64.67300984,358.3481513,216.213659,tree
335.1052575,27.72581318,9.305791057,10.44822625,356.2364786,65.42516576,356.574477,215.9477895,tree
334.6767207,25.454092,11.07501748,9.085530495,355.0551143,66.0236977,357.7221436,214.6856394,tree
335.5474839,30.91920217,12.21496526,12.522062,355.4438785,64.30749409,356.6459035,213.9612874,tree
336.469733,27.72228842,11.26261444,12.14543827,354.9784334,64.13774983,356.5870269,214.91472,tree
335.5852144,27.14262712,11.09142163,10.12725021,353.9745268,65.35353083,357.9222551,214.8084667,tree
334.5458957,27.30844268,9.197827054,10.74073845,354.8479388,64.7307198,358.3195734,214.2926948,tree
335.8656904,30.70180504,9.958101101,12.17384403,355.4614719,65.19754161,357.330316,214.0873671,tree
334.5460801,30.23431385,9.424311464,12.68853572,356.6290369,65.79777934,357.0367748,214.5378548,tree
334.5739216,27.98293186,10.04453993,10.82749287,355.6652632,65.11256345,357.6800757,215.8778551,tree
336.2339103,33.25692062,11.88756514,14.80433065,354.4678258,63.20348037,357.6019465,215.5733442,tree
333.6297287,29.12206211,7.49410757,11.77903414,355.5933116,66.42116905,358.214218,213.3603667,tree
334.6215427,27.3995627,7.295795368,9.763830963,355.9024211,65.69782554,358.1359029,215.9178782,tree
334.125613,31.04885171,10.885549,14.25383667,355.3250595,64.14282419,356.5491652,215.2977981,tree
333.5358253,29.30687778,8.418224935,11.64859221,354.4665844,64.80495571,358.1190356,213.7594856,tree
331.9245899,25.05159648,7.532645001,8.91843126,356.8322709,67.17437911,356.4533459,214.096493,tree
332.0594213,31.17170653,8.693397152,13.54999906,354.2699413,63.54861527,358.1003597,215.664507,tree
333.2926318,29.7017242,8.660473282,12.91208859,356.0174748,65.28947131,356.8995934,215.271348,tree
333.4425892,29.98612527,8.174907728,11.94966751,356.2032536,66.11274774,356.9906781,212.9972795,tree
335.3878057,27.8940099,7.158889987,12.00965307,357.4047188,62.92559544,357.3685361,214.0329225,tree
331.4733901,27.45474121,5.604937231,10.5483465,356.3913218,63.09366339,356.9936634,212.7736606,tree
333.4171145,26.93526086,6.880383459,10.39436897,357.8371705,62.12400682,355.4683317,214.9376511,tree
333.1405444,29.15749302,6.518753223,11.67275148,357.6336729,62.72332551,356.052134,213.5514564,tree
335.7519853,26.90809799,8.865361257,9.822886329,356.3969463,63.36645114,356.873166,212.8456758,tree
336.433725,27.96094297,10.50329009,10.19291996,355.4796312,64.27597487,357.7077082,214.5293328,tree
333.7999152,30.33231175,6.853804137,11.30275125,356.6094543,65.23869648,356.6684579,214.9224229,tree
334.4495174,26.04671158,8.182506812,10.28017134,356.9833242,64.13866529,357.1495656,215.2501988,tree
332.9391461,29.29854758,7.059461764,12.74728591,355.5929003,62.22936191,357.8265151,215.2758168,tree
333.8625438,31.43187495,6.579300092,13.87164114,356.6698995,63.64450514,357.2359251,214.9644188,tree
333.2307104,28.9283291,5.364775048,11.38631469,357.5894402,65.10537858,357.0467644,215.1290068,tree
334.2673074,28.89756428,8.644245313,11.63167789,355.7929658,63.91520273,358.3036369,215.0799025,tree
334.975776,26.7390033,9.378468146,11.19221235,356.7081788,63.72247133,356.0236287,215.0481102,tree
